date,state,positive
2020-11-20,GU,6452
2020-11-20,GA,440595
2020-11-20,FL,910065
2020-11-20,DE,30816
2020-11-20,DC,19808
2020-11-20,CT,101469
2020-11-20,CO,188566
2020-11-20,CA,1072272
2020-11-20,AZ,291696
2020-11-20,AR,141916
2020-11-20,AL,228373
2020-11-20,AK,25369
2020-11-21,WY,27410
2020-11-21,WV,39598
2020-11-21,WI,372219
2020-11-21,WA,154148
2020-11-21,VT,3639
2020-11-21,VI,1491
2020-11-21,VA,215679
2020-11-21,UT,173979
2020-11-21,TX,1183847
2020-11-21,TN,335887
2020-11-21,SD,72214
2020-11-21,SC,205018
2020-11-21,RI,49406
2020-11-21,PR,46434
2020-11-21,PA,302564
2020-11-21,OR,62175
2020-11-21,OK,170924
2020-11-21,OH,343286
2020-11-21,NY,590822
2020-11-21,NV,131733
2020-11-21,NM,79440
2020-11-21,NJ,326190
2020-11-21,NH,17281
2020-11-21,NE,111661
2020-11-21,ND,72664
2020-11-21,NC,332261
2020-11-21,MT,54542
2020-11-21,MS,142401
2020-11-21,MP,103
2020-11-21,MO,267312
2020-11-21,MN,262952
2020-11-21,MI,329021
2020-11-21,ME,10123
2020-11-21,MD,179971
2020-11-21,MA,204155
2020-11-21,LA,216709
2020-11-21,KY,155908
2020-11-21,KS,134533
2020-11-21,IN,289183
2020-11-21,IL,646286
2020-11-21,ID,89764
2020-11-21,IA,184968
2020-11-21,HI,17361
2020-11-21,GU,6476
2020-11-21,GA,446804
2020-11-21,FL,918240
2020-11-21,DE,31321
2020-11-21,DC,19961
2020-11-21,CT,101469
2020-11-21,CO,194679
2020-11-21,CA,1087714
2020-11-21,AZ,295334
2020-11-21,AR,143821
2020-11-21,AL,230708
2020-11-21,AK,26044
2020-11-22,WY,28169
2020-11-22,WV,40478
2020-11-22,WI,376238
2020-11-22,WA,157341
2020-11-22,VT,3727
2020-11-22,VI,1504
2020-11-22,VA,217796
2020-11-22,UT,177176
2020-11-22,TX,1193616
2020-11-22,TN,340476
2020-11-22,SD,73065
2020-11-22,SC,206295
2020-11-22,RI,50144
2020-11-22,PR,47459
2020-11-22,PA,309639
2020-11-22,OR,63668
2020-11-22,OK,174330
2020-11-22,OH,351419
2020-11-22,NY,596214
2020-11-22,NV,133888
2020-11-22,NM,81896
2020-11-22,NJ,330631
2020-11-22,NH,17598
2020-11-22,NE,113029
2020-11-22,ND,73844
2020-11-22,NC,336775
2020-11-22,MT,55680
2020-11-22,MS,143180
2020-11-22,MP,104
2020-11-22,MO,271527
2020-11-22,MN,270157
2020-11-22,MI,329021
2020-11-22,ME,10359
2020-11-22,MD,182139
2020-11-22,MA,206850
2020-11-22,LA,220192
2020-11-22,KY,158100
2020-11-22,KS,134533
2020-11-22,IN,295357
2020-11-22,IL,656298
2020-11-22,ID,90834
2020-11-22,IA,187505
2020-11-22,HI,17483
2020-11-22,GU,6549
2020-11-22,GA,449132
2020-11-22,FL,924614
2020-11-22,DE,31808
2020-11-22,DC,20151
2020-11-22,CT,101469
2020-11-22,CO,198600
2020-11-22,CA,1102033
2020-11-22,AZ,299665
2020-11-22,AR,145173
2020-11-22,AL,232506
2020-11-22,AK,26587
2020-11-23,WY,29431
2020-11-23,WV,41114
2020-11-23,WI,379693
2020-11-23,WA,159231
2020-11-23,VT,3795
2020-11-23,VI,1504
2020-11-23,VA,221038
2020-11-23,UT,179420
2020-11-23,TX,1201257
2020-11-23,TN,344550
2020-11-23,SD,73848
2020-11-23,SC,207552
2020-11-23,RI,50573
2020-11-23,PR,48200
2020-11-23,PA,314401
2020-11-23,OR,65170
2020-11-23,OK,177874
2020-11-23,OH,363304
2020-11-23,NY,602120
2020-11-23,NV,136227
2020-11-23,NM,84148
2020-11-23,NJ,334671
2020-11-23,NH,18042
2020-11-23,NE,114061
2020-11-23,ND,74556
2020-11-23,NC,339194
2020-11-23,MT,56381
2020-11-23,MS,143879
2020-11-23,MP,104
2020-11-23,MO,274897
2020-11-23,MN,276500
2020-11-23,MI,340964
2020-11-23,ME,10544
2020-11-23,MD,183797
2020-11-23,MA,208623
2020-11-23,LA,221160
2020-11-23,KY,160232
2020-11-23,KS,142059
2020-11-23,IN,300913
2020-11-23,IL,664620
2020-11-23,ID,91653
2020-11-23,IA,189856
2020-11-23,HI,17596
2020-11-23,GU,6602
2020-11-23,GA,451056
2020-11-23,FL,930728
2020-11-23,DE,32211
2020-11-23,DC,20290
2020-11-23,CT,106740
2020-11-23,CO,202289
2020-11-23,CA,1110370
2020-11-23,AZ,302324
2020-11-23,AR,146190
2020-11-23,AL,234080
2020-11-23,AK,27085
2020-11-24,WY,29959
2020-11-24,WV,42083
2020-11-24,WI,386441
2020-11-24,WA,160636
2020-11-24,VT,3845
2020-11-24,VI,1507
2020-11-24,VA,223582
2020-11-24,UT,182121
2020-11-24,TX,1217837
2020-11-24,TN,345854
2020-11-24,SD,74859
2020-11-24,SC,209230
2020-11-24,RI,51424
2020-11-24,PR,48548
2020-11-24,PA,321070
2020-11-24,OR,66333
2020-11-24,OK,180610
2020-11-24,OH,371908
2020-11-24,NY,607001
2020-11-24,NV,139080
2020-11-24,NM,86247
2020-11-24,NJ,339642
2020-11-24,NH,18382
2020-11-24,NE,115921
2020-11-24,ND,75622
2020-11-24,NC,342294
2020-11-24,MT,57504
2020-11-24,MS,144544
2020-11-24,MP,104
2020-11-24,MO,278661
2020-11-24,MN,282916
2020-11-24,MI,347746
2020-11-24,ME,10799
2020-11-24,MD,185464
2020-11-24,MA,211199
2020-11-24,LA,224403
2020-11-24,KY,162838
2020-11-24,KS,142059
2020-11-24,IN,306538
2020-11-24,IL,674089
2020-11-24,ID,93090
2020-11-24,IA,191152
2020-11-24,HI,17656
2020-11-24,GU,6655
2020-11-24,GA,454732
2020-11-24,FL,938830
2020-11-24,DE,32664
2020-11-24,DC,20409
2020-11-24,CT,107280
2020-11-24,CO,206439
2020-11-24,CA,1125699
2020-11-24,AZ,306868
2020-11-24,AR,148312
2020-11-24,AL,236865
2020-11-24,AK,27669
2020-11-25,WY,30761
2020-11-25,WV,43050
2020-11-25,WI,392438
2020-11-25,WA,164314
2020-11-25,VT,3938
2020-11-25,VI,1521
2020-11-25,VA,226300
2020-11-25,UT,183902
2020-11-25,TX,1236648
2020-11-25,TN,347972
2020-11-25,SD,76142
2020-11-25,SC,210905
2020-11-25,RI,52317
2020-11-25,PR,48725
2020-11-25,PA,327829
2020-11-25,OR,67333
2020-11-25,OK,184342
2020-11-25,OH,382743
2020-11-25,NY,613266
2020-11-25,NV,142239
2020-11-25,NM,88102
2020-11-25,NJ,344397
2020-11-25,NH,18776
2020-11-25,NE,117682
2020-11-25,ND,76806
2020-11-25,NC,346506
2020-11-25,MT,58565
2020-11-25,MS,145636
2020-11-25,MP,104
2020-11-25,MO,282792
2020-11-25,MN,289303
2020-11-25,MI,352433
2020-11-25,ME,11027
2020-11-25,MD,188161
2020-11-25,MA,214594
2020-11-25,LA,225638
2020-11-25,KY,166139
2020-11-25,KS,147797
2020-11-25,IN,312521
2020-11-25,IL,685467
2020-11-25,ID,94730
2020-11-25,IA,194395
2020-11-25,HI,17764
2020-11-25,GU,6705
2020-11-25,GA,457909
2020-11-25,FL,946956
2020-11-25,DE,32995
2020-11-25,DC,20516
2020-11-25,CT,109152
2020-11-25,CO,210630
2020-11-25,CA,1144049
2020-11-25,AZ,310850
2020-11-25,AR,150277
2020-11-25,AL,239318
2020-11-25,AK,28339
2020-11-26,WY,30761
2020-11-26,WV,44180
2020-11-26,WI,398104
2020-11-26,WA,167471
2020-11-26,VT,4017
2020-11-26,VI,1521
2020-11-26,VA,228900
2020-11-26,UT,183902
2020-11-26,TX,1251345
2020-11-26,TN,352376
2020-11-26,SD,76142
2020-11-26,SC,210905
2020-11-26,RI,53491
2020-11-26,PR,49226
2020-11-26,PA,336254
2020-11-26,OR,68503
2020-11-26,OK,184342
2020-11-26,OH,382743
2020-11-26,NY,620199
2020-11-26,NV,144781
2020-11-26,NM,89796
2020-11-26,NJ,349557
2020-11-26,NH,18776
2020-11-26,NE,120076
2020-11-26,ND,77813
2020-11-26,NC,346506
2020-11-26,MT,59682
2020-11-26,MS,147382
2020-11-26,MP,104
2020-11-26,MO,287263
2020-11-26,MN,289303
2020-11-26,MI,352433
2020-11-26,ME,11265
2020-11-26,MD,190480
2020-11-26,MA,214594
2020-11-26,LA,225638
2020-11-26,KY,166139
2020-11-26,KS,147797
2020-11-26,IN,318894
2020-11-26,IL,697489
2020-11-26,ID,96503
2020-11-26,IA,197086
2020-11-26,HI,17881
2020-11-26,GU,6748
2020-11-26,GA,461517
2020-11-26,FL,946956
2020-11-26,DE,33579
2020-11-26,DC,20736
2020-11-26,CT,109152
2020-11-26,CO,216683
2020-11-26,CA,1158689
2020-11-26,AZ,314326
2020-11-26,AR,152625
2020-11-26,AL,241957
2020-11-26,AK,28892
2020-11-27,WY,31773
2020-11-27,WV,45046
2020-11-27,WI,399526
2020-11-27,WA,170407
2020-11-27,VT,4115
2020-11-27,VI,1521
2020-11-27,VA,230444
2020-11-27,UT,190044
2020-11-27,TX,1255332
2020-11-27,TN,356716
2020-11-27,SD,78280
2020-11-27,SC,213120
2020-11-27,RI,53954
2020-11-27,PR,50678
2020-11-27,PA,343614
2020-11-27,OR,70006
2020-11-27,OK,187567
2020-11-27,OH,399808
2020-11-27,NY,628375
2020-11-27,NV,146317
2020-11-27,NM,91852
2020-11-27,NJ,354054
2020-11-27,NH,19313
2020-11-27,NE,122952
2020-11-27,ND,78564
2020-11-27,NC,354514
2020-11-27,MT,59796
2020-11-27,MS,148387
2020-11-27,MP,104
2020-11-27,MO,290536
2020-11-27,MN,295001
2020-11-27,MI,369801
2020-11-27,ME,11265
2020-11-27,MD,192858
2020-11-27,MA,219252
2020-11-27,LA,230602
2020-11-27,KY,171755
2020-11-27,KS,153021
2020-11-27,IN,324537
2020-11-27,IL,705063
2020-11-27,ID,96503
2020-11-27,IA,198222
2020-11-27,HI,18006
2020-11-27,GU,6768
2020-11-27,GA,464526
2020-11-27,FL,963751
2020-11-27,DE,34170
2020-11-27,DC,20937
2020-11-27,CT,112581
2020-11-27,CO,220953
2020-11-27,CA,1171324
2020-11-27,AZ,318638
2020-11-27,AR,153677
2020-11-27,AL,242874
2020-11-27,AK,29554
2020-11-28,WY,31929
2020-11-28,WV,45845
2020-11-28,WI,404999
2020-11-28,WA,170937
2020-11-28,VT,4155
2020-11-28,VI,1538
2020-11-28,VA,233617
2020-11-28,UT,192087
2020-11-28,TX,1259657
2020-11-28,TN,363466
2020-11-28,SD,79099
2020-11-28,SC,214911
2020-11-28,RI,55017
2020-11-28,PR,51581
2020-11-28,PA,351667
2020-11-28,OR,70832
2020-11-28,OK,193824
2020-11-28,OH,406703
2020-11-28,NY,634438
2020-11-28,NV,149229
2020-11-28,NM,93982
2020-11-28,NJ,358584
2020-11-28,NH,20002
2020-11-28,NE,124066
2020-11-28,ND,79359
2020-11-28,NC,357958
2020-11-28,MT,60845
2020-11-28,MS,149940
2020-11-28,MP,104
2020-11-28,MO,292740
2020-11-28,MN,304023
2020-11-28,MI,378152
2020-11-28,ME,11288
2020-11-28,MD,194448
2020-11-28,MA,222469
2020-11-28,LA,230602
2020-11-28,KY,174182
2020-11-28,KS,153021
2020-11-28,IN,329008
2020-11-28,IL,712936
2020-11-28,ID,98500
2020-11-28,IA,199683
2020-11-28,HI,18082
2020-11-28,GU,6782
2020-11-28,GA,467564
2020-11-28,FL,969813
2020-11-28,DE,34670
2020-11-28,DC,21308
2020-11-28,CT,112581
2020-11-28,CO,225283
2020-11-28,CA,1183320
2020-11-28,AZ,322774
2020-11-28,AR,155026
2020-11-28,AL,244993
2020-11-28,AK,30204
2020-11-29,WY,32489
2020-11-29,WV,46997
2020-11-29,WI,409054
2020-11-29,WA,173561
2020-11-29,VT,4225
2020-11-29,VI,1544
2020-11-29,VA,235942
2020-11-29,UT,193809
2020-11-29,TX,1266707
2020-11-29,TN,366518
2020-11-29,SD,79900
2020-11-29,SC,216129
2020-11-29,RI,56072
2020-11-29,PR,51702
2020-11-29,PA,357196
2020-11-29,OR,72506
2020-11-29,OK,195545
2020-11-29,OH,414432
2020-11-29,NY,641161
2020-11-29,NV,150527
2020-11-29,NM,95417
2020-11-29,NJ,363083
2020-11-29,NH,20480
2020-11-29,NE,125323
2020-11-29,ND,80084
2020-11-29,NC,361778
2020-11-29,MT,61801
2020-11-29,MS,151785
2020-11-29,MP,104
2020-11-29,MO,295933
2020-11-29,MN,312969
2020-11-29,MI,378152
2020-11-29,ME,11508
2020-11-29,MD,196447
2020-11-29,MA,224964
2020-11-29,LA,232245
2020-11-29,KY,176925
2020-11-29,KS,153021
2020-11-29,IN,333312
2020-11-29,IL,720114
2020-11-29,ID,99660
2020-11-29,IA,201267
2020-11-29,HI,18138
2020-11-29,GU,6818
2020-11-29,GA,469516
2020-11-29,FL,976944
2020-11-29,DE,35251
2020-11-29,DC,21448
2020-11-29,CT,112581
2020-11-29,CO,228772
2020-11-29,CA,1198934
2020-11-29,AZ,325995
2020-11-29,AR,156247
2020-11-29,AL,247229
2020-11-29,AK,30816
2020-11-30,WY,33305
2020-11-30,WV,47842
2020-11-30,WI,411730
2020-11-30,WA,175740
2020-11-30,VT,4296
2020-11-30,VI,1544
2020-11-30,VA,237835
2020-11-30,UT,195706
2020-11-30,TX,1278432
2020-11-30,TN,374493
2020-11-30,SD,80464
2020-11-30,SC,217487
2020-11-30,RI,56723
2020-11-30,PR,52545
2020-11-30,PA,361464
2020-11-30,OR,74120
2020-11-30,OK,197745
2020-11-30,OH,421063
2020-11-30,NY,647980
2020-11-30,NV,152169
2020-11-30,NM,97095
2020-11-30,NJ,366898
2020-11-30,NH,20994
2020-11-30,NE,126466
2020-11-30,ND,80679
2020-11-30,NC,364512
2020-11-30,MT,62198
2020-11-30,MS,153270
2020-11-30,MP,106
2020-11-30,MO,299762
2020-11-30,MN,318763
2020-11-30,MI,388942
2020-11-30,ME,11757
2020-11-30,MD,198370
2020-11-30,MA,226132
2020-11-30,LA,232414
2020-11-30,KY,179041
2020-11-30,KS,157446
2020-11-30,IN,338977
2020-11-30,IL,726304
2020-11-30,ID,100484
2020-11-30,IA,202410
2020-11-30,HI,18223
2020-11-30,GU,6852
2020-11-30,GA,471563
2020-11-30,FL,983370
2020-11-30,DE,35654
2020-11-30,DC,21552
2020-11-30,CT,117295
2020-11-30,CO,232905
2020-11-30,CA,1212968
2020-11-30,AZ,326817
2020-11-30,AR,157359
2020-11-30,AL,249524
2020-11-30,AK,31323
2020-12-01,WY,33805
2020-12-01,WV,48818
2020-12-01,WI,416365
2020-12-01,WA,177054
2020-12-01,VT,4365
2020-12-01,VI,1550
2020-12-01,VA,240063
2020-12-01,UT,198216
2020-12-01,TX,1296972
2020-12-01,TN,380186
2020-12-01,SD,80912
2020-12-01,SC,218912
2020-12-01,RI,57906
2020-12-01,PR,53320
2020-12-01,PA,367140
2020-12-01,OR,75431
2020-12-01,OK,199482
2020-12-01,OH,430093
2020-12-01,NY,655265
2020-12-01,NV,154867
2020-12-01,NM,99419
2020-12-01,NJ,372341
2020-12-01,NH,21766
2020-12-01,NE,128407
2020-12-01,ND,81145
2020-12-01,NC,367395
2020-12-01,MT,63205
2020-12-01,MS,154411
2020-12-01,MP,106
2020-12-01,MO,302691
2020-12-01,MN,322312
2020-12-01,MI,395453
2020-12-01,ME,11976
2020-12-01,MD,201135
2020-12-01,MA,229205
2020-12-01,LA,237740
2020-12-01,KY,183168
2020-12-01,KS,157446
2020-12-01,IN,344373
2020-12-01,IL,738846
2020-12-01,ID,101698
2020-12-01,IA,203398
2020-12-01,HI,18266
2020-12-01,GU,6889
2020-12-01,GA,476405
2020-12-01,FL,991910
2020-12-01,DE,36343
2020-12-01,DC,21685
2020-12-01,CT,118754
2020-12-01,CO,237310
2020-12-01,CA,1225189
2020-12-01,AZ,337139
2020-12-01,AR,159309
2020-12-01,AL,252900
2020-12-01,AK,31834
2020-12-02,WY,34507
2020-12-02,WV,49905
2020-12-02,WI,420930
2020-12-02,WA,181756
2020-12-02,VT,4466
2020-12-02,VI,1563
2020-12-02,VA,242480
2020-12-02,UT,202220
2020-12-02,TX,1316194
2020-12-02,TN,384285
2020-12-02,SD,82203
2020-12-02,SC,220835
2020-12-02,RI,59005
2020-12-02,PR,53708
2020-12-02,PA,375431
2020-12-02,OR,76654
2020-12-02,OK,202341
2020-12-02,OH,437928
2020-12-02,NY,664238
2020-12-02,NV,156996
2020-12-02,NM,100963
2020-12-02,NJ,377496
2020-12-02,NH,22332
2020-12-02,NE,130194
2020-12-02,ND,81696
2020-12-02,NC,371594
2020-12-02,MT,64340
2020-12-02,MS,156868
2020-12-02,MP,106
2020-12-02,MO,305370
2020-12-02,MN,327477
2020-12-02,MI,402886
2020-12-02,ME,12208
2020-12-02,MD,203355
2020-12-02,MA,234232
2020-12-02,LA,241335
2020-12-02,KY,186765
2020-12-02,KS,162061
2020-12-02,IN,350970
2020-12-02,IL,748603
2020-12-02,ID,103305
2020-12-02,IA,205773
2020-12-02,HI,18342
2020-12-02,GU,6920
2020-12-02,GA,482139
2020-12-02,FL,1001800
2020-12-02,DE,36698
2020-12-02,DC,21842
2020-12-02,CT,121426
2020-12-02,CO,241172
2020-12-02,CA,1245948
2020-12-02,AZ,340979
2020-12-02,AR,161521
2020-12-02,AL,256828
2020-12-02,AK,32531
2020-12-03,WY,35078
2020-12-03,WV,51025
2020-12-03,WI,426534
2020-12-03,WA,185157
2020-12-03,VT,4690
2020-12-03,VI,1589
2020-12-03,VA,244503
2020-12-03,UT,206165
2020-12-03,TX,1333746
2020-12-03,TN,388252
2020-12-03,SD,83348
2020-12-03,SC,223063
2020-12-03,RI,60722
2020-12-03,PR,54105
2020-12-03,PA,386837
2020-12-03,OR,78160
2020-12-03,OK,204048
2020-12-03,OH,446849
2020-12-03,NY,674093
2020-12-03,NV,159532
2020-12-03,NM,102862
2020-12-03,NJ,383052
2020-12-03,NH,22925
2020-12-03,NE,132530
2020-12-03,ND,82713
2020-12-03,NC,377231
2020-12-03,MT,65122
2020-12-03,MS,159036
2020-12-03,MP,106
2020-12-03,MO,309368
2020-12-03,MN,333626
2020-12-03,MI,410843
2020-12-03,ME,12554
2020-12-03,MD,205399
2020-12-03,MA,240907
2020-12-03,LA,244078
2020-12-03,KY,190601
2020-12-03,KS,162061
2020-12-03,IN,359430
2020-12-03,IL,759562
2020-12-03,ID,104734
2020-12-03,IA,207969
2020-12-03,HI,18484
2020-12-03,GU,6942
2020-12-03,GA,487978
2020-12-03,FL,1012456
2020-12-03,DE,37456
2020-12-03,DC,22164
2020-12-03,CT,126177
2020-12-03,CO,247209
2020-12-03,CA,1264539
2020-12-03,AZ,346421
2020-12-03,AR,164310
2020-12-03,AL,260359
2020-12-03,AK,33291
2020-12-04,WY,35737
2020-12-04,WV,52172
2020-12-04,WI,432207
2020-12-04,WA,188469
2020-12-04,VT,4763
2020-12-04,VI,1613
2020-12-04,VA,247380
2020-12-04,UT,209170
2020-12-04,TX,1350542
2020-12-04,TN,392608
2020-12-04,SD,84398
2020-12-04,SC,226013
2020-12-04,RI,62137
2020-12-04,PR,54597
2020-12-04,PA,398600
2020-12-04,OR,79263
2020-12-04,OK,208875
2020-12-04,OH,456963
2020-12-04,NY,685364
2020-12-04,NV,162434
2020-12-04,NM,104935
2020-12-04,NJ,389478
2020-12-04,NH,23690
2020-12-04,NE,134710
2020-12-04,ND,83604
2020-12-04,NC,382534
2020-12-04,MT,66436
2020-12-04,MS,161516
2020-12-04,MP,106
2020-12-04,MO,313421
2020-12-04,MN,338973
2020-12-04,MI,420268
2020-12-04,ME,12844
2020-12-04,MD,209191
2020-12-04,MA,246398
2020-12-04,LA,247177
2020-12-04,KY,194193
2020-12-04,KS,168295
2020-12-04,IN,367329
2020-12-04,IL,770088
2020-12-04,ID,106455
2020-12-04,IA,210236
2020-12-04,HI,18605
2020-12-04,GU,6959
2020-12-04,GA,494354
2020-12-04,FL,1022354
2020-12-04,DE,38398
2020-12-04,DC,22480
2020-12-04,CT,127715
2020-12-04,CO,252222
2020-12-04,CA,1286557
2020-12-04,AZ,352101
2020-12-04,AR,167137
2020-12-04,AL,264199
2020-12-04,AK,34041
2020-12-05,WY,35941
2020-12-05,WV,53572
2020-12-05,WI,437918
2020-12-05,WA,191607
2020-12-05,VT,4894
2020-12-05,VI,1633
2020-12-05,VA,251173
2020-12-05,UT,212844
2020-12-05,TX,1364933
2020-12-05,TN,397522
2020-12-05,SD,85304
2020-12-05,SC,229235
2020-12-05,RI,63944
2020-12-05,PR,55532
2020-12-05,PA,411484
2020-12-05,OR,81437
2020-12-05,OK,213245
2020-12-05,OH,467432
2020-12-05,NY,696125
2020-12-05,NV,165628
2020-12-05,NM,106856
2020-12-05,NJ,395526
2020-12-05,NH,24138
2020-12-05,NE,136325
2020-12-05,ND,84219
2020-12-05,NC,388552
2020-12-05,MT,67069
2020-12-05,MS,163458
2020-12-05,MP,106
2020-12-05,MO,318422
2020-12-05,MN,345281
2020-12-05,MI,426576
2020-12-05,ME,13127
2020-12-05,MD,212384
2020-12-05,MA,252017
2020-12-05,LA,247177
2020-12-05,KY,198065
2020-12-05,KS,168295
2020-12-05,IN,375019
2020-12-05,IL,779975
2020-12-05,ID,108366
2020-12-05,IA,211891
2020-12-05,HI,18738
2020-12-05,GU,6977
2020-12-05,GA,499371
2020-12-05,FL,1032552
2020-12-05,DE,39096
2020-12-05,DC,22872
2020-12-05,CT,127715
2020-12-05,CO,257347
2020-12-05,CA,1311625
2020-12-05,AZ,358900
2020-12-05,AR,169382
2020-12-05,AL,267589
2020-12-05,AK,34963
2020-12-06,WY,36317
2020-12-06,WV,54997
2020-12-06,WI,441067
2020-12-06,WA,194687
2020-12-06,VT,5015
2020-12-06,VI,1633
2020-12-06,VA,255053
2020-12-06,UT,215407
2020-12-06,TX,1375313
2020-12-06,TN,400594
2020-12-06,SD,85991
2020-12-06,SC,232099
2020-12-06,RI,64974
2020-12-06,PR,56671
2020-12-06,PA,420114
2020-12-06,OR,83243
2020-12-06,OK,216486
2020-12-06,OH,475024
2020-12-06,NY,705827
2020-12-06,NV,168139
2020-12-06,NM,108088
2020-12-06,NJ,402158
2020-12-06,NH,24771
2020-12-06,NE,138568
2020-12-06,ND,84707
2020-12-06,NC,394990
2020-12-06,MT,67875
2020-12-06,MS,164931
2020-12-06,MP,106
2020-12-06,MO,322298
2020-12-06,MN,350862
2020-12-06,MI,426576
2020-12-06,ME,13348
2020-12-06,MD,215027
2020-12-06,MA,256844
2020-12-06,LA,251123
2020-12-06,KY,200632
2020-12-06,KS,168295
2020-12-06,IN,381617
2020-12-06,IL,787573
2020-12-06,ID,109705
2020-12-06,IA,213390
2020-12-06,HI,18842
2020-12-06,GU,7004
2020-12-06,GA,501405
2020-12-06,FL,1040727
2020-12-06,DE,39912
2020-12-06,DC,23136
2020-12-06,CT,127715
2020-12-06,CO,260581
2020-12-06,CA,1341700
2020-12-06,AZ,364276
2020-12-06,AR,170924
2020-12-06,AL,269877
2020-12-06,AK,35720
2020-12-07,WY,36985
2020-12-07,WV,56128
2020-12-07,WI,443389
2020-12-07,WA,196460
2020-12-07,VT,5080
2020-12-07,VI,1649
2020-12-07,VA,258870
2020-12-07,UT,217638
2020-12-07,TX,1384804
2020-12-07,TN,408730
2020-12-07,SD,86500
2020-12-07,SC,234652
2020-12-07,RI,65818
2020-12-07,PR,57622
2020-12-07,PA,426444
2020-12-07,OR,84496
2020-12-07,OK,218389
2020-12-07,OH,484297
2020-12-07,NY,713129
2020-12-07,NV,170587
2020-12-07,NM,109947
2020-12-07,NJ,406295
2020-12-07,NH,25816
2020-12-07,NE,139834
2020-12-07,ND,85094
2020-12-07,NC,399362
2020-12-07,MT,68591
2020-12-07,MS,166194
2020-12-07,MP,109
2020-12-07,MO,324956
2020-12-07,MN,356152
2020-12-07,MI,436400
2020-12-07,ME,13775
2020-12-07,MD,217329
2020-12-07,MA,259325
2020-12-07,LA,252136
2020-12-07,KY,202592
2020-12-07,KS,174025
2020-12-07,IN,387278
2020-12-07,IL,796264
2020-12-07,ID,110510
2020-12-07,IA,214067
2020-12-07,HI,18923
2020-12-07,GU,7019
2020-12-07,GA,506690
2020-12-07,FL,1048264
2020-12-07,DE,40711
2020-12-07,DC,23319
2020-12-07,CT,135844
2020-12-07,CO,264618
2020-12-07,CA,1366435
2020-12-07,AZ,365843
2020-12-07,AR,172042
2020-12-07,AL,272229
2020-12-07,AK,36196
2020-12-08,WY,37475
2020-12-08,WV,57060
2020-12-08,WI,448009
2020-12-08,WA,197642
2020-12-08,VT,5180
2020-12-08,VI,1680
2020-12-08,VA,262730
2020-12-08,UT,219971
2020-12-08,TX,1404646
2020-12-08,TN,414749
2020-12-08,SD,87038
2020-12-08,SC,236954
2020-12-08,RI,67067
2020-12-08,PR,58316
2020-12-08,PA,436614
2020-12-08,OR,85788
2020-12-08,OK,220686
2020-12-08,OH,510018
2020-12-08,NY,722464
2020-12-08,NV,173281
2020-12-08,NM,111202
2020-12-08,NJ,412614
2020-12-08,NH,26623
2020-12-08,NE,141127
2020-12-08,ND,85676
2020-12-08,NC,404032
2020-12-08,MT,69346
2020-12-08,MS,167926
2020-12-08,MP,111
2020-12-08,MO,328206
2020-12-08,MN,359203
2020-12-08,MI,443076
2020-12-08,ME,14049
2020-12-08,MD,219961
2020-12-08,MA,263447
2020-12-08,LA,254562
2020-12-08,KY,205668
2020-12-08,KS,174025
2020-12-08,IN,392663
2020-12-08,IL,804174
2020-12-08,ID,111893
2020-12-08,IA,214897
2020-12-08,HI,18976
2020-12-08,GU,7026
2020-12-08,GA,512267
2020-12-08,FL,1056065
2020-12-08,DE,41464
2020-12-08,DC,23589
2020-12-08,CT,138258
2020-12-08,CO,268589
2020-12-08,CA,1389707
2020-12-08,AZ,378157
2020-12-08,AR,174325
2020-12-08,AL,276665
2020-12-08,AK,36758
2020-12-09,WY,37885
2020-12-09,WV,58462
2020-12-09,WI,452180
2020-12-09,WA,201292
2020-12-09,VT,5285
2020-12-09,VI,1698
2020-12-09,VA,267128
2020-12-09,UT,222545
2020-12-09,TX,1418252
2020-12-09,TN,422962
2020-12-09,SD,88023
2020-12-09,SC,239444
2020-12-09,RI,68299
2020-12-09,PR,58962
2020-12-09,PA,445317
2020-12-09,OR,87082
2020-12-09,OK,222993
2020-12-09,OH,520112
2020-12-09,NY,733064
2020-12-09,NV,176334
2020-12-09,NM,112950
2020-12-09,NJ,417733
2020-12-09,NH,27592
2020-12-09,NE,142603
2020-12-09,ND,86149
2020-12-09,NC,410527
2020-12-09,MT,70133
2020-12-09,MS,170672
2020-12-09,MP,113
2020-12-09,MO,330846
2020-12-09,MN,363719
2020-12-09,MI,448418
2020-12-09,ME,14454
2020-12-09,MD,222653
2020-12-09,MA,269412
2020-12-09,LA,258914
2020-12-09,KY,209136
2020-12-09,KS,179803
2020-12-09,IN,398417
2020-12-09,IL,812430
2020-12-09,ID,113905
2020-12-09,IA,216694
2020-12-09,HI,19056
2020-12-09,GU,7039
2020-12-09,GA,517779
2020-12-09,FL,1065476
2020-12-09,DE,42393
2020-12-09,DC,23854
2020-12-09,CT,140548
2020-12-09,CO,272346
2020-12-09,CA,1420558
2020-12-09,AZ,382601
2020-12-09,AR,176652
2020-12-09,AL,280187
2020-12-09,AK,37342
2020-12-10,WY,38223
2020-12-10,WV,59695
2020-12-10,WI,456889
2020-12-10,WA,204269
2020-12-10,VT,5413
2020-12-10,VI,1733
2020-12-10,VA,271043
2020-12-10,UT,225946
2020-12-10,TX,1433551
2020-12-10,TN,428973
2020-12-10,SD,88727
2020-12-10,SC,241686
2020-12-10,RI,69247
2020-12-10,PR,59458
